antigen_name,cancer_type,mean_tumor_expression,mean_normal_expression,stability_score,literature_support,immunogenicity_score,surface_accessibility,clinical_trials_count,viability_label,data_source,source_database,evidence_level
ADH18,Myeloma,2.52,2.41,0.919,0.448,0.395,0.57,4,0,computationally_derived,CARVanta-Computed,computational
ADH18,Ovarian Cancer,0.84,2.86,0.838,0.692,0.336,0.551,0,0,computationally_derived,CARVanta-Computed,computational
ADH18A,Leukemia,3.39,3.36,0.961,0.723,0.342,0.48,0,0,computationally_derived,CARVanta-Computed,computational
ADH18A,Endometrial Cancer,6.59,3.48,0.779,0.471,0.402,0.667,0,0,computationally_derived,CARVanta-Computed,computational
ADH18A,Bladder Cancer,3.18,1.28,0.776,0.544,0.711,0.485,0,0,computationally_derived,CARVanta-Computed,computational
ADH18A,Myeloma,5.55,1.1,0.852,0.685,0.685,0.502,0,1,computationally_derived,CARVanta-Computed,computational
ADH18A,Glioblastoma,2.62,2.59,0.692,0.812,0.505,0.583,5,0,computationally_derived,CARVanta-Computed,computational
ADH18B,Thyroid Cancer,5.22,1.63,0.911,0.512,0.696,0.453,0,0,computationally_derived,CARVanta-Computed,computational
ADH18B,Breast Cancer,5.4,2.37,0.727,0.414,0.702,0.554,13,0,computationally_derived,CARVanta-Computed,computational
ADH18B,Prostate Cancer,0.91,1.55,0.725,0.762,0.39,0.488,4,0,computationally_derived,CARVanta-Computed,computational
ADH18B,Gastric Cancer,2.94,0.68,0.708,0.535,0.703,0.552,0,0,computationally_derived,CARVanta-Computed,computational
ADH18B,Colorectal Cancer,4.05,1.89,0.866,0.702,0.645,0.392,0,0,computationally_derived,CARVanta-Computed,computational
ADH18B,Liver Cancer,1.59,1.43,0.846,0.62,0.394,0.509,0,0,computationally_derived,CARVanta-Computed,computational
ADH18B,Lung Adenocarcinoma,4.08,1.93,0.929,0.719,0.73,0.333,0,0,computationally_derived,CARVanta-Computed,computational
ADH18B,Head & Neck Cancer,4.32,0.91,0.869,0.823,0.573,0.778,0,1,computationally_derived,CARVanta-Computed,computational
ADH18B,Melanoma,4.01,1.49,0.716,0.616,0.479,0.368,2,0,computationally_derived,CARVanta-Computed,computational
ADH18B,Glioblastoma,2.15,1.25,0.847,0.451,0.436,0.452,0,0,computationally_derived,CARVanta-Computed,computational
ADH18C,Bladder Cancer,2.98,0.56,0.667,0.651,0.75,0.598,0,0,computationally_derived,CARVanta-Computed,computational
ADH18C,Thyroid Cancer,1.83,1.0,0.873,0.448,0.761,0.696,0,0,computationally_derived,CARVanta-Computed,computational
ADH18C,Head & Neck Cancer,7.0,4.39,0.816,0.496,0.732,0.285,7,0,computationally_derived,CARVanta-Computed,computational
ADH18C,Renal Cancer,1.89,2.03,0.858,0.35,0.225,0.681,0,0,computationally_derived,CARVanta-Computed,computational
ADH18C,Glioblastoma,1.24,3.29,0.933,0.714,0.243,0.386,0,0,computationally_derived,CARVanta-Computed,computational
ADH18C,Endometrial Cancer,10.13,1.51,0.691,0.659,0.738,0.491,0,0,computationally_derived,CARVanta-Computed,computational
ADH18C,Lymphoma,3.08,2.01,0.971,0.376,0.514,0.352,0,0,computationally_derived,CARVanta-Computed,computational
ADH18D,Lung Adenocarcinoma,4.66,5.21,0.99,0.859,0.183,0.236,0,0,computationally_derived,CARVanta-Computed,computational
ADH18D,Renal Cancer,3.62,1.1,0.719,0.596,0.51,0.319,1,0,computationally_derived,CARVanta-Computed,computational
ADH18D,Liver Cancer,1.79,0.94,0.956,0.508,0.442,0.303,0,0,computationally_derived,CARVanta-Computed,computational
ADH18D,Melanoma,1.14,3.31,0.818,0.558,0.198,0.617,0,0,computationally_derived,CARVanta-Computed,computational
ADH18D,Glioblastoma,2.33,0.6,0.921,0.538,0.583,0.33,0,0,computationally_derived,CARVanta-Computed,computational
ADH18D,Gastric Cancer,3.57,2.16,0.81,0.452,0.543,0.455,0,0,computationally_derived,CARVanta-Computed,computational
ADH18D,Thyroid Cancer,3.81,1.73,0.93,0.456,0.42,0.69,7,0,computationally_derived,CARVanta-Computed,computational
ADH18D,Breast Cancer,6.92,2.55,0.898,0.599,0.345,0.366,0,0,computationally_derived,CARVanta-Computed,computational
ADH18E,Prostate Cancer,2.7,1.76,0.828,0.685,0.348,0.618,4,0,computationally_derived,CARVanta-Computed,computational
ADH18E,Liver Cancer,6.06,1.58,0.961,0.576,0.541,0.635,2,0,computationally_derived,CARVanta-Computed,computational
ADH18E,Melanoma,2.32,3.82,0.75,0.661,0.161,0.526,0,0,computationally_derived,CARVanta-Computed,computational
ADH18E,Gastric Cancer,2.7,1.71,0.825,0.765,0.807,0.591,25,0,computationally_derived,CARVanta-Computed,computational
ADH18E,Ovarian Cancer,7.92,3.45,0.794,0.532,0.737,0.633,0,0,computationally_derived,CARVanta-Computed,computational
ADH18E,Bladder Cancer,7.21,0.76,0.73,0.51,0.235,0.384,0,0,computationally_derived,CARVanta-Computed,computational
ADH18F,Colorectal Cancer,1.93,1.62,0.85,0.581,0.152,0.467,0,0,computationally_derived,CARVanta-Computed,computational
ADH18F,Lung Adenocarcinoma,8.17,0.77,0.751,0.484,0.586,0.287,0,0,computationally_derived,CARVanta-Computed,computational
ADH18F,Renal Cancer,2.75,3.64,0.747,0.463,0.294,0.324,0,0,computationally_derived,CARVanta-Computed,computational
ADH18F,Endometrial Cancer,1.38,1.93,0.546,0.355,0.339,0.389,0,0,computationally_derived,CARVanta-Computed,computational
ADH18F,Lymphoma,0.91,6.98,0.871,0.695,0.23,0.29,0,0,computationally_derived,CARVanta-Computed,computational
ADH18F,Pancreatic Cancer,3.12,2.08,0.948,0.743,0.264,0.68,2,0,computationally_derived,CARVanta-Computed,computational
ADH18F,Liver Cancer,10.18,1.6,0.834,0.55,0.573,0.671,1,0,computationally_derived,CARVanta-Computed,computational
ADH18G,Myeloma,3.82,1.31,0.645,0.645,0.647,0.465,5,0,computationally_derived,CARVanta-Computed,computational
ADH18G,Melanoma,1.6,1.33,0.9,0.528,0.27,0.324,0,0,computationally_derived,CARVanta-Computed,computational
ADH18G,Prostate Cancer,3.72,0.76,0.723,0.609,0.658,0.486,12,0,computationally_derived,CARVanta-Computed,computational
ADH18G,Ovarian Cancer,6.48,2.91,0.686,0.497,0.608,0.591,0,0,computationally_derived,CARVanta-Computed,computational
ADH18G,Renal Cancer,2.09,0.8,0.616,0.619,0.644,0.55,0,0,computationally_derived,CARVanta-Computed,computational
ADH19,Pancreatic Cancer,6.64,0.98,0.921,0.692,0.669,0.458,0,1,computationally_derived,CARVanta-Computed,computational
ADH19,Colorectal Cancer,3.9,1.93,0.625,0.589,0.486,0.317,2,0,computationally_derived,CARVanta-Computed,computational
ADH19,Endometrial Cancer,6.94,2.62,0.928,0.576,0.527,0.576,12,0,computationally_derived,CARVanta-Computed,computational
ADH19,Ovarian Cancer,1.46,3.31,0.926,0.686,0.055,0.272,0,0,computationally_derived,CARVanta-Computed,computational
ADH19,Head & Neck Cancer,7.25,1.04,0.954,0.606,0.844,0.32,5,1,computationally_derived,CARVanta-Computed,computational
ADH19,Lung Adenocarcinoma,3.62,0.88,0.638,0.491,0.862,0.558,0,0,computationally_derived,CARVanta-Computed,computational
ADH19,Melanoma,4.26,0.77,0.827,0.468,0.547,0.438,15,0,computationally_derived,CARVanta-Computed,computational
ADH19,Gastric Cancer,3.63,2.02,0.86,0.584,0.364,0.772,0,0,computationally_derived,CARVanta-Computed,computational
ADH19,Breast Cancer,0.99,1.55,0.63,0.428,0.474,0.373,0,0,computationally_derived,CARVanta-Computed,computational
ADH19,Myeloma,3.76,1.53,0.89,0.56,0.776,0.429,0,0,computationally_derived,CARVanta-Computed,computational
ADH19A,Glioblastoma,5.51,1.22,0.837,0.495,0.66,0.404,0,0,computationally_derived,CARVanta-Computed,computational
ADH19A,Renal Cancer,3.51,1.01,0.982,0.54,0.514,0.597,4,0,computationally_derived,CARVanta-Computed,computational
ADH19A,Breast Cancer,7.34,3.89,0.519,0.716,0.338,0.612,0,0,computationally_derived,CARVanta-Computed,computational
ADH19A,Colorectal Cancer,2.3,3.74,0.761,0.92,0.2,0.425,15,0,computationally_derived,CARVanta-Computed,computational
ADH19A,Endometrial Cancer,4.13,2.45,0.811,0.568,0.621,0.771,0,0,computationally_derived,CARVanta-Computed,computational
ADH19A,Lymphoma,5.8,1.64,0.801,0.412,0.821,0.674,0,0,computationally_derived,CARVanta-Computed,computational
ADH19A,Pancreatic Cancer,5.9,8.2,0.799,0.601,0.193,0.622,5,0,computationally_derived,CARVanta-Computed,computational
ADH19A,Thyroid Cancer,4.2,2.73,0.837,0.656,0.324,0.574,0,0,computationally_derived,CARVanta-Computed,computational
ADH19A,Liver Cancer,2.69,5.4,0.896,0.693,0.155,0.764,12,0,computationally_derived,CARVanta-Computed,computational
ADH19A,Leukemia,6.66,1.68,0.961,0.793,0.428,0.471,0,1,computationally_derived,CARVanta-Computed,computational
ADH19B,Ovarian Cancer,4.53,2.81,0.86,0.845,0.35,0.455,0,0,computationally_derived,CARVanta-Computed,computational
ADH19B,Lymphoma,7.33,0.73,0.864,0.627,0.562,0.41,3,1,computationally_derived,CARVanta-Computed,computational
ADH19B,Lung Adenocarcinoma,2.37,0.94,0.861,0.394,0.429,0.56,20,0,computationally_derived,CARVanta-Computed,computational
ADH19B,Gastric Cancer,5.13,3.17,0.79,0.788,0.485,0.343,0,0,computationally_derived,CARVanta-Computed,computational
ADH19B,Colorectal Cancer,1.1,1.72,0.899,0.641,0.269,0.499,4,0,computationally_derived,CARVanta-Computed,computational
ADH19C,Leukemia,2.32,2.12,0.666,0.67,0.361,0.502,0,0,computationally_derived,CARVanta-Computed,computational
ADH19C,Renal Cancer,4.93,2.21,0.88,0.617,0.689,0.407,0,0,computationally_derived,CARVanta-Computed,computational
ADH19C,Breast Cancer,3.82,0.65,0.846,0.601,0.639,0.35,0,1,computationally_derived,CARVanta-Computed,computational
ADH19C,Endometrial Cancer,5.45,0.74,0.906,0.672,0.862,0.776,0,1,computationally_derived,CARVanta-Computed,computational
ADH19C,Pancreatic Cancer,2.15,3.82,0.802,0.382,0.388,0.351,0,0,computationally_derived,CARVanta-Computed,computational
ADH19C,Lymphoma,1.72,1.6,0.871,0.597,0.309,0.63,0,0,computationally_derived,CARVanta-Computed,computational
ADH19C,Head & Neck Cancer,3.65,7.44,0.825,0.64,0.328,0.547,25,0,computationally_derived,CARVanta-Computed,computational
ADH19C,Myeloma,8.6,2.26,0.756,0.721,0.645,0.263,4,0,computationally_derived,CARVanta-Computed,computational
ADH19D,Breast Cancer,3.63,0.78,0.902,0.149,0.639,0.392,0,0,computationally_derived,CARVanta-Computed,computational
ADH19D,Renal Cancer,12.04,4.16,0.658,0.59,0.683,0.405,0,0,computationally_derived,CARVanta-Computed,computational
ADH19D,Leukemia,5.46,0.48,0.92,0.658,0.686,0.548,0,1,computationally_derived,CARVanta-Computed,computational
ADH19D,Endometrial Cancer,5.44,1.89,0.708,0.775,0.356,0.336,0,0,computationally_derived,CARVanta-Computed,computational
ADH19D,Pancreatic Cancer,2.12,0.54,0.949,0.645,0.407,0.215,0,0,computationally_derived,CARVanta-Computed,computational
ADH19D,Head & Neck Cancer,5.76,2.17,0.724,0.538,0.486,0.305,0,0,computationally_derived,CARVanta-Computed,computational
ADH19D,Liver Cancer,5.93,1.91,0.9,0.594,0.575,0.663,4,0,computationally_derived,CARVanta-Computed,computational
ADH19E,Lung Adenocarcinoma,3.48,0.51,0.93,0.615,0.559,0.564,5,1,computationally_derived,CARVanta-Computed,computational
ADH19E,Glioblastoma,2.75,1.82,0.731,0.638,0.419,0.219,0,0,computationally_derived,CARVanta-Computed,computational
ADH19E,Breast Cancer,1.7,1.53,0.81,0.312,0.125,0.7,0,0,computationally_derived,CARVanta-Computed,computational
ADH19E,Colorectal Cancer,5.21,1.1,0.365,0.611,0.826,0.647,0,0,computationally_derived,CARVanta-Computed,computational
ADH19E,Leukemia,6.08,2.44,0.452,0.617,0.295,0.527,0,0,computationally_derived,CARVanta-Computed,computational
ADH19E,Melanoma,4.25,0.98,0.599,0.389,0.844,0.727,0,0,computationally_derived,CARVanta-Computed,computational
ADH19E,Bladder Cancer,4.06,1.11,0.788,0.843,0.799,0.52,0,1,computationally_derived,CARVanta-Computed,computational
ADH19E,Ovarian Cancer,2.6,1.41,0.741,0.577,0.257,0.512,0,0,computationally_derived,CARVanta-Computed,computational
ADH19E,Lymphoma,3.56,0.53,0.968,0.7,0.658,0.463,0,1,computationally_derived,CARVanta-Computed,computational
ADH19F,Renal Cancer,1.95,0.86,0.868,0.71,0.749,0.525,0,0,computationally_derived,CARVanta-Computed,computational
ADH19F,Liver Cancer,5.07,1.46,0.653,0.567,0.638,0.649,0,0,computationally_derived,CARVanta-Computed,computational
ADH19F,Head & Neck Cancer,2.75,0.93,0.834,0.702,0.609,0.617,21,1,computationally_derived,CARVanta-Computed,computational
ADH19F,Colorectal Cancer,5.55,2.03,0.796,0.597,0.395,0.408,0,0,computationally_derived,CARVanta-Computed,computational
ADH19F,Lung Adenocarcinoma,1.11,3.72,0.949,0.412,0.359,0.8,0,0,computationally_derived,CARVanta-Computed,computational
ADH19F,Myeloma,2.72,0.56,0.737,0.529,0.582,0.116,2,0,computationally_derived,CARVanta-Computed,computational
ADH19F,Lymphoma,5.57,3.82,0.872,0.881,0.462,0.714,0,0,computationally_derived,CARVanta-Computed,computational
ADH19F,Leukemia,3.61,1.83,0.866,0.412,0.296,0.414,0,0,computationally_derived,CARVanta-Computed,computational
ADH19F,Melanoma,8.59,3.08,0.811,0.714,0.697,0.336,3,1,computationally_derived,CARVanta-Computed,computational
ADH19F,Gastric Cancer,2.04,2.11,0.99,0.721,0.328,0.5,7,0,computationally_derived,CARVanta-Computed,computational
ADH19G,Glioblastoma,3.3,0.71,0.681,0.771,0.335,0.47,1,0,computationally_derived,CARVanta-Computed,computational
ADH19G,Prostate Cancer,2.11,0.76,0.553,0.83,0.518,0.265,0,0,computationally_derived,CARVanta-Computed,computational
ADH19G,Gastric Cancer,1.74,1.08,0.831,0.4,0.308,0.64,0,0,computationally_derived,CARVanta-Computed,computational
ADH19G,Bladder Cancer,2.78,1.02,0.99,0.564,0.628,0.391,5,0,computationally_derived,CARVanta-Computed,computational
ADH19G,Lymphoma,4.27,1.09,0.946,0.455,0.768,0.37,0,0,computationally_derived,CARVanta-Computed,computational
ADH19G,Thyroid Cancer,2.59,0.81,0.888,0.58,0.613,0.601,16,0,computationally_derived,CARVanta-Computed,computational
ADH1A,Lymphoma,6.85,0.79,0.875,0.627,0.806,0.314,0,1,computationally_derived,CARVanta-Computed,computational
ADH1A,Colorectal Cancer,3.82,1.74,0.757,0.575,0.683,0.371,0,0,computationally_derived,CARVanta-Computed,computational
ADH1A,Myeloma,6.76,1.58,0.81,0.598,0.653,0.455,0,0,computationally_derived,CARVanta-Computed,computational
ADH1A,Pancreatic Cancer,2.07,0.92,0.586,0.492,0.571,0.365,2,0,computationally_derived,CARVanta-Computed,computational
ADH1A,Prostate Cancer,3.42,1.62,0.852,0.624,0.328,0.49,0,0,computationally_derived,CARVanta-Computed,computational
ADH1B,Prostate Cancer,1.67,1.16,0.876,0.831,0.393,0.627,0,0,computationally_derived,CARVanta-Computed,computational
ADH1B,Ovarian Cancer,4.04,2.1,0.726,0.724,0.447,0.547,0,0,computationally_derived,CARVanta-Computed,computational
ADH1B,Melanoma,3.01,5.36,0.759,0.692,0.53,0.701,3,0,computationally_derived,CARVanta-Computed,computational
ADH1B,Liver Cancer,9.89,5.59,0.836,0.617,0.377,0.52,0,0,computationally_derived,CARVanta-Computed,computational
ADH1B,Head & Neck Cancer,4.35,5.1,0.885,0.55,0.297,0.558,0,0,computationally_derived,CARVanta-Computed,computational
ADH1C,Colorectal Cancer,1.05,2.61,0.602,0.751,0.483,0.145,4,0,computationally_derived,CARVanta-Computed,computational
ADH1C,Glioblastoma,10.21,1.55,0.756,0.79,0.819,0.478,0,1,computationally_derived,CARVanta-Computed,computational
ADH1C,Gastric Cancer,8.98,2.38,0.903,0.509,0.318,0.784,0,0,computationally_derived,CARVanta-Computed,computational
ADH1C,Thyroid Cancer,3.96,2.74,0.89,0.643,0.234,0.757,0,0,computationally_derived,CARVanta-Computed,computational
ADH1C,Prostate Cancer,4.96,5.4,0.921,0.329,0.378,0.591,5,0,computationally_derived,CARVanta-Computed,computational
ADH1C,Liver Cancer,9.12,0.55,0.951,0.756,0.519,0.816,0,1,computationally_derived,CARVanta-Computed,computational
ADH1C,Ovarian Cancer,7.14,1.35,0.922,0.604,0.705,0.243,1,0,computationally_derived,CARVanta-Computed,computational
ADH1C,Myeloma,1.03,0.65,0.777,0.702,0.656,0.701,3,0,computationally_derived,CARVanta-Computed,computational
ADH1C,Breast Cancer,2.65,0.51,0.832,0.284,0.821,0.72,0,0,computationally_derived,CARVanta-Computed,computational
ADH1C,Bladder Cancer,0.97,0.93,0.708,0.487,0.214,0.6,0,0,computationally_derived,CARVanta-Computed,computational
ADH1D,Thyroid Cancer,2.4,1.05,0.604,0.621,0.423,0.37,3,0,computationally_derived,CARVanta-Computed,computational
ADH1D,Glioblastoma,2.99,0.35,0.8,0.523,0.691,0.413,4,0,computationally_derived,CARVanta-Computed,computational
ADH1D,Lymphoma,0.73,2.34,0.868,0.698,0.13,0.597,0,0,computationally_derived,CARVanta-Computed,computational
ADH1D,Ovarian Cancer,2.93,1.98,0.452,0.417,0.328,0.212,8,0,computationally_derived,CARVanta-Computed,computational
ADH1D,Endometrial Cancer,3.0,3.28,0.797,0.452,0.375,0.631,10,0,computationally_derived,CARVanta-Computed,computational
ADH1D,Liver Cancer,7.92,0.93,0.859,0.86,0.823,0.568,0,1,computationally_derived,CARVanta-Computed,computational
ADH1D,Breast Cancer,3.05,3.86,0.803,0.497,0.122,0.473,5,0,computationally_derived,CARVanta-Computed,computational
ADH1D,Melanoma,4.06,1.16,0.847,0.536,0.395,0.318,2,0,computationally_derived,CARVanta-Computed,computational
ADH1D,Gastric Cancer,4.3,1.38,0.757,0.847,0.384,0.269,0,0,computationally_derived,CARVanta-Computed,computational
ADH1E,Head & Neck Cancer,2.21,4.11,0.937,0.48,0.133,0.621,0,0,computationally_derived,CARVanta-Computed,computational
ADH1E,Leukemia,15.0,5.61,0.761,0.83,0.591,0.593,0,0,computationally_derived,CARVanta-Computed,computational
ADH1E,Colorectal Cancer,4.11,2.89,0.853,0.422,0.473,0.423,39,0,computationally_derived,CARVanta-Computed,computational
ADH1E,Bladder Cancer,6.9,2.28,0.564,0.686,0.545,0.701,4,0,computationally_derived,CARVanta-Computed,computational
ADH1E,Lymphoma,7.15,3.21,0.686,0.817,0.589,0.832,1,0,computationally_derived,CARVanta-Computed,computational
ADH1E,Thyroid Cancer,2.45,1.78,0.859,0.705,0.144,0.419,0,0,computationally_derived,CARVanta-Computed,computational
ADH1E,Melanoma,2.54,1.04,0.656,0.792,0.571,0.603,4,0,computationally_derived,CARVanta-Computed,computational
ADH1E,Endometrial Cancer,4.79,0.83,0.843,0.397,0.806,0.522,0,0,computationally_derived,CARVanta-Computed,computational
ADH1F,Colorectal Cancer,6.45,4.91,0.595,0.693,0.345,0.405,0,0,computationally_derived,CARVanta-Computed,computational
ADH1F,Head & Neck Cancer,4.96,0.8,0.824,0.769,0.552,0.774,0,1,computationally_derived,CARVanta-Computed,computational
ADH1F,Melanoma,2.36,0.89,0.709,0.586,0.163,0.354,0,0,computationally_derived,CARVanta-Computed,computational
ADH1F,Renal Cancer,2.39,1.63,0.818,0.816,0.214,0.43,0,0,computationally_derived,CARVanta-Computed,computational
ADH1F,Pancreatic Cancer,2.38,4.67,0.981,0.382,0.225,0.545,0,0,computationally_derived,CARVanta-Computed,computational
ADH1F,Myeloma,8.04,1.35,0.816,0.545,0.753,0.283,0,0,computationally_derived,CARVanta-Computed,computational
ADH1F,Thyroid Cancer,1.75,2.27,0.813,0.817,0.251,0.62,0,0,computationally_derived,CARVanta-Computed,computational
ADH1F,Lung Adenocarcinoma,9.38,0.77,0.721,0.634,0.873,0.39,0,0,computationally_derived,CARVanta-Computed,computational
ADH1F,Leukemia,1.22,4.51,0.745,0.445,0.375,0.421,0,0,computationally_derived,CARVanta-Computed,computational
ADH1F,Liver Cancer,4.75,8.0,0.725,0.582,0.39,0.566,2,0,computationally_derived,CARVanta-Computed,computational
ADH1G,Colorectal Cancer,4.65,3.38,0.923,0.452,0.229,0.273,0,0,computationally_derived,CARVanta-Computed,computational
ADH1G,Gastric Cancer,2.24,1.14,0.71,0.752,0.462,0.55,0,0,computationally_derived,CARVanta-Computed,computational
ADH1G,Leukemia,5.17,1.95,0.86,0.769,0.495,0.454,0,1,computationally_derived,CARVanta-Computed,computational
ADH1G,Lymphoma,2.28,3.46,0.93,0.877,0.621,0.513,0,0,computationally_derived,CARVanta-Computed,computational
ADH1G,Glioblastoma,5.2,2.49,0.794,0.533,0.554,0.392,0,0,computationally_derived,CARVanta-Computed,computational
ADH1G,Liver Cancer,3.42,3.76,0.967,0.83,0.263,0.455,0,0,computationally_derived,CARVanta-Computed,computational
ADH1G,Prostate Cancer,1.46,1.1,0.48,0.746,0.217,0.513,0,0,computationally_derived,CARVanta-Computed,computational
ADH1G,Myeloma,3.07,2.04,0.474,0.688,0.694,0.35,5,0,computationally_derived,CARVanta-Computed,computational
ADH2,Ovarian Cancer,1.1,1.15,0.677,0.413,0.159,0.827,5,0,computationally_derived,CARVanta-Computed,computational
ADH2,Glioblastoma,7.96,0.99,0.851,0.677,0.693,0.59,2,1,computationally_derived,CARVanta-Computed,computational
ADH2,Pancreatic Cancer,5.32,0.24,0.81,0.709,0.512,0.543,7,1,computationally_derived,CARVanta-Computed,computational
