antigen_name,cancer_type,mean_tumor_expression,mean_normal_expression,stability_score,literature_support,immunogenicity_score,surface_accessibility,clinical_trials_count,viability_label,data_source,source_database,evidence_level,biomarker_category,analyte_type,regulation,source_group
PDCD1,Pancreatic (PDAC),0.78,6.55,0.566,0.584,0.492,0.16,9,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
BCOR,Pancreatic (PDAC),2.51,5.04,0.838,0.898,0.885,0.33,3,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
EIF4A2,Pancreatic (PDAC),8.84,1.89,0.611,0.863,0.841,0.188,10,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
ERRFI1,Pancreatic (PDAC),0.98,5.61,0.857,0.62,0.537,0.342,5,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
SMARCB1,Pancreatic (PDAC),2.2,5.82,0.785,0.84,0.813,0.297,6,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
KEAP1,Pancreatic (PDAC),2.09,4.77,0.674,0.821,0.788,0.228,2,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
IKZF1,Pancreatic (PDAC),0.72,6.74,0.637,0.572,0.477,0.204,9,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
CRKL,Pancreatic (PDAC),7.15,1.06,0.79,0.637,0.558,0.3,5,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
RPS6KA4,Pancreatic (PDAC),7.11,1.51,0.763,0.632,0.552,0.283,8,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
SOX2,Pancreatic (PDAC),7.55,2.0,0.647,0.689,0.624,0.21,11,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
PPP2R1A,Pancreatic (PDAC),1.26,6.22,0.585,0.67,0.6,0.172,7,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
CHEK2,Pancreatic (PDAC),2.19,7.18,0.639,0.839,0.811,0.206,11,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
CHEK1,Pancreatic (PDAC),1.63,7.22,0.843,0.738,0.685,0.333,11,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
KDR,Pancreatic (PDAC),7.5,0.5,0.712,0.683,0.616,0.251,1,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
SOX9,Pancreatic (PDAC),7.55,1.26,0.646,0.689,0.624,0.21,6,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
EPHB1,Pancreatic (PDAC),7.16,0.55,0.617,0.638,0.56,0.192,1,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
B2M,Pancreatic (PDAC),1.39,6.81,0.583,0.693,0.629,0.171,10,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
TP63,Pancreatic (PDAC),7.25,1.34,0.934,0.65,0.576,0.39,7,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
ICOSLG,Pancreatic (PDAC),7.96,1.84,0.587,0.745,0.693,0.173,10,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
EPHA5,Pancreatic (PDAC),6.9,0.46,0.597,0.603,0.517,0.179,1,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
ACVR1,Pancreatic (PDAC),9.19,2.06,0.71,0.909,0.898,0.25,12,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
EPHA7,Pancreatic (PDAC),6.72,1.54,0.856,0.579,0.486,0.341,8,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
HLA-B,Pancreatic (PDAC),2.19,6.74,0.829,0.84,0.812,0.325,9,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
RECQL,Pancreatic (PDAC),0.86,4.76,0.771,0.598,0.51,0.288,2,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
HNF1A,Pancreatic (PDAC),1.98,6.01,0.852,0.802,0.764,0.338,7,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
HLA-A,Pancreatic (PDAC),2.37,7.34,0.829,0.872,0.853,0.325,12,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
RUNX1,Pancreatic (PDAC),2.6,5.56,0.893,0.914,0.905,0.365,5,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
INPP4A,Pancreatic (PDAC),0.69,5.82,0.86,0.566,0.47,0.344,6,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
INPP4B,Pancreatic (PDAC),1.91,7.41,0.753,0.788,0.747,0.277,12,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
RRAGC,Pancreatic (PDAC),6.67,0.7,0.576,0.572,0.478,0.166,2,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
BTK,Pancreatic (PDAC),9.41,1.6,0.773,0.938,0.935,0.289,8,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
CCNQ,Pancreatic (PDAC),8.18,1.53,0.583,0.774,0.73,0.171,8,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
TP53,Pancreatic (PDAC),1.61,5.63,0.709,0.914,0.68,0.249,160,1,real,Literature,clinical,Tumor Suppressor,Gene,down,Mutated Gene
EPHA3,Pancreatic (PDAC),9.21,0.84,0.859,0.911,0.901,0.343,3,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
RTEL1,Pancreatic (PDAC),0.92,6.99,0.714,0.608,0.523,0.253,10,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
EPAS1,Pancreatic (PDAC),9.17,1.73,0.637,0.907,0.896,0.204,9,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
DCUN1D1,Pancreatic (PDAC),8.86,1.27,0.797,0.865,0.844,0.305,6,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
PIK3R3,Pancreatic (PDAC),7.02,1.78,0.688,0.619,0.536,0.236,10,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
PIK3R2,Pancreatic (PDAC),8.64,1.67,0.83,0.835,0.806,0.325,9,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
MST1R,Pancreatic (PDAC),6.5,1.63,0.608,0.55,0.45,0.186,9,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
PIK3R1,Pancreatic (PDAC),7.73,1.86,0.774,0.714,0.655,0.29,10,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
CD79B,Pancreatic (PDAC),8.82,1.07,0.754,0.859,0.836,0.277,5,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
CD79A,Pancreatic (PDAC),7.45,2.15,0.757,0.677,0.609,0.279,12,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
BRIP1,Pancreatic (PDAC),1.65,5.68,0.764,0.741,0.688,0.283,5,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
RRAS,Pancreatic (PDAC),7.75,0.77,0.904,0.717,0.658,0.371,3,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
PGBD5,Pancreatic (PDAC),8.0,1.12,0.551,0.749,0.699,0.15,5,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
H3C3,Pancreatic (PDAC),1.6,6.54,0.639,0.732,0.677,0.205,9,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
TP53BP1,Pancreatic (PDAC),1.82,4.58,0.573,0.772,0.727,0.165,1,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
H3C2,Pancreatic (PDAC),2.73,6.29,0.681,0.937,0.933,0.232,8,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
H3C4,Pancreatic (PDAC),2.61,5.2,0.799,0.915,0.906,0.306,3,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
RBM10,Pancreatic (PDAC),1.77,5.84,0.652,0.763,0.716,0.213,6,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
H3C7,Pancreatic (PDAC),1.67,6.09,0.565,0.744,0.693,0.16,7,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
H3C6,Pancreatic (PDAC),2.06,6.35,0.747,0.815,0.782,0.273,8,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
STAT5A,Pancreatic (PDAC),9.36,0.61,0.69,0.932,0.927,0.238,2,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
ZRSR2,Pancreatic (PDAC),2.62,5.92,0.609,0.917,0.909,0.187,6,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
STAT5B,Pancreatic (PDAC),9.07,0.75,0.638,0.893,0.879,0.205,3,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
WWTR1,Pancreatic (PDAC),7.95,1.09,0.626,0.743,0.692,0.197,5,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
YES1,Pancreatic (PDAC),6.68,2.19,0.683,0.574,0.48,0.233,12,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
SETDB1,Pancreatic (PDAC),8.22,0.92,0.84,0.779,0.736,0.331,4,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
XRCC2,Pancreatic (PDAC),2.54,6.43,0.618,0.904,0.892,0.192,8,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
INSR,Pancreatic (PDAC),7.22,1.83,0.579,0.646,0.57,0.168,10,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
SH2D1A,Pancreatic (PDAC),8.36,1.23,0.941,0.798,0.761,0.394,6,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
IGF2,Pancreatic (PDAC),8.03,1.42,0.79,0.755,0.706,0.3,7,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
IGF1,Pancreatic (PDAC),8.48,0.7,0.577,0.814,0.78,0.167,2,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
SMARCA2,Pancreatic (PDAC),2.26,5.79,0.855,0.852,0.827,0.341,6,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
SMARCA4,Pancreatic (PDAC),1.28,6.43,0.596,0.673,0.604,0.179,8,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
STAG2,Pancreatic (PDAC),2.65,5.44,0.784,0.923,0.916,0.296,4,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
FUBP1,Pancreatic (PDAC),0.83,6.41,0.627,0.593,0.503,0.198,8,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
ATM,Pancreatic (PDAC),1.21,6.86,0.828,0.889,0.589,0.324,55,1,real,Literature,clinical,Tumor Suppressor,Gene,down,Mutated Gene
CALR,Pancreatic (PDAC),7.45,2.0,0.739,0.677,0.609,0.268,11,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
BAP1,Pancreatic (PDAC),1.88,5.27,0.905,0.783,0.741,0.372,4,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
ATR,Pancreatic (PDAC),1.22,6.52,0.812,0.663,0.592,0.314,9,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
PTPRT,Pancreatic (PDAC),2.57,6.17,0.9,0.908,0.898,0.369,7,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
PTPRS,Pancreatic (PDAC),2.26,6.15,0.698,0.852,0.828,0.243,7,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
BRCA1,Pancreatic (PDAC),0.81,7.38,0.659,0.863,0.498,0.218,110,1,real,Literature,clinical,Tumor Suppressor,Gene,down,Mutated Gene
BRCA2,Pancreatic (PDAC),1.94,5.9,0.679,0.935,0.755,0.23,120,1,real,Literature,clinical,Tumor Suppressor,Gene,down,Mutated Gene
BABAM1,Pancreatic (PDAC),0.97,6.84,0.573,0.618,0.535,0.164,10,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
RPTOR,Pancreatic (PDAC),8.51,0.98,0.66,0.817,0.784,0.219,4,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
XPO1,Pancreatic (PDAC),7.09,0.96,0.664,0.628,0.548,0.221,4,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
RAC2,Pancreatic (PDAC),7.35,1.57,0.949,0.663,0.592,0.399,8,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
RAC1,Pancreatic (PDAC),8.92,1.37,0.645,0.873,0.854,0.209,7,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
H3-3A,Pancreatic (PDAC),1.31,5.97,0.81,0.678,0.611,0.312,6,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
IL10,Pancreatic (PDAC),1.69,5.71,0.727,0.748,0.697,0.261,5,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
H3C8,Pancreatic (PDAC),1.86,5.99,0.885,0.779,0.737,0.359,6,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
PBRM1,Pancreatic (PDAC),1.72,6.47,0.803,0.754,0.705,0.308,8,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
PARP1,Pancreatic (PDAC),2.49,6.45,0.878,0.893,0.879,0.355,8,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
SYK,Pancreatic (PDAC),7.07,0.87,0.793,0.626,0.545,0.302,4,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
NCOA3,Pancreatic (PDAC),7.02,0.86,0.808,0.619,0.537,0.311,4,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
MST1,Pancreatic (PDAC),1.08,6.18,0.642,0.637,0.559,0.207,7,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
PDCD1LG2,Pancreatic (PDAC),0.86,6.37,0.81,0.597,0.509,0.313,8,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
RHOA,Pancreatic (PDAC),6.96,0.5,0.892,0.611,0.527,0.364,1,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
RAD51B,Pancreatic (PDAC),1.6,6.17,0.908,0.733,0.678,0.374,7,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
RAD51D,Pancreatic (PDAC),2.19,4.86,0.557,0.838,0.81,0.154,2,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
RAD51C,Pancreatic (PDAC),1.12,4.74,0.671,0.644,0.568,0.226,1,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
CSDE1,Pancreatic (PDAC),0.98,5.76,0.615,0.618,0.535,0.19,6,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
KIT,Pancreatic (PDAC),9.4,0.43,0.815,0.936,0.933,0.316,1,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
STK40,Pancreatic (PDAC),6.5,1.13,0.642,0.55,0.45,0.207,5,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
DDR2,Pancreatic (PDAC),7.71,1.58,0.7,0.712,0.652,0.244,8,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
YAP1,Pancreatic (PDAC),8.04,2.02,0.662,0.756,0.707,0.22,11,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
AMER1,Pancreatic (PDAC),1.46,5.15,0.942,0.707,0.646,0.395,3,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
PRKN,Pancreatic (PDAC),2.03,4.59,0.826,0.81,0.775,0.322,1,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
DOT1L,Pancreatic (PDAC),7.47,1.99,0.896,0.679,0.611,0.366,11,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
XIAP,Pancreatic (PDAC),6.5,1.79,0.921,0.55,0.45,0.382,10,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
CXCR4,Pancreatic (PDAC),8.17,1.12,0.572,0.773,0.729,0.164,5,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
TMPRSS2,Pancreatic (PDAC),7.33,1.73,0.735,0.66,0.588,0.266,9,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
ALOX12B,Pancreatic (PDAC),8.32,1.35,0.785,0.793,0.754,0.297,7,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
PAK1,Pancreatic (PDAC),6.67,0.53,0.593,0.573,0.479,0.177,1,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
RXRA,Pancreatic (PDAC),9.46,1.81,0.796,0.945,0.944,0.304,10,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
SLX4,Pancreatic (PDAC),1.86,5.12,0.755,0.78,0.737,0.278,3,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
RAD54L,Pancreatic (PDAC),1.1,6.77,0.582,0.641,0.563,0.17,10,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
SHOC2,Pancreatic (PDAC),7.13,2.14,0.567,0.634,0.555,0.161,12,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
PAK5,Pancreatic (PDAC),7.7,2.02,0.64,0.71,0.65,0.206,11,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
SUZ12,Pancreatic (PDAC),6.93,1.72,0.802,0.607,0.522,0.308,9,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
NPM1,Pancreatic (PDAC),9.49,1.17,0.585,0.949,0.949,0.172,6,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
MAP3K1,Pancreatic (PDAC),1.91,7.29,0.602,0.788,0.747,0.183,12,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
H2BC5,Pancreatic (PDAC),2.44,6.73,0.641,0.884,0.867,0.207,9,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
MLH1,Pancreatic (PDAC),2.35,5.56,0.933,0.868,0.847,0.39,5,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
VEGFA,Pancreatic (PDAC),9.06,1.59,0.895,0.891,0.877,0.365,8,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
ETAA1,Pancreatic (PDAC),2.72,6.72,0.814,0.936,0.932,0.315,9,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
RIT1,Pancreatic (PDAC),6.64,1.89,0.836,0.569,0.473,0.329,10,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
AXL,Pancreatic (PDAC),8.75,1.3,0.846,0.85,0.825,0.335,7,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
CTNNB1,Pancreatic (PDAC),8.59,0.85,0.564,0.829,0.799,0.159,4,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
TRIP13,Pancreatic (PDAC),8.55,1.6,0.642,0.824,0.792,0.208,9,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
FOXA1,Pancreatic (PDAC),7.08,2.16,0.896,0.627,0.547,0.367,12,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
MPL,Pancreatic (PDAC),7.3,1.78,0.775,0.657,0.584,0.291,10,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
INPPL1,Pancreatic (PDAC),0.76,7.2,0.656,0.579,0.486,0.216,11,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
PRDM1,Pancreatic (PDAC),1.92,6.46,0.829,0.79,0.75,0.324,8,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
ARHGAP35,Pancreatic (PDAC),2.05,6.71,0.819,0.814,0.78,0.318,9,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
IGF1R,Pancreatic (PDAC),7.81,0.7,0.876,0.725,0.669,0.354,3,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
CCND3,Pancreatic (PDAC),7.51,1.1,0.631,0.685,0.618,0.2,5,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
CCND2,Pancreatic (PDAC),8.11,1.03,0.852,0.765,0.719,0.339,5,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
CCND1,Pancreatic (PDAC),8.26,1.33,0.56,0.785,0.744,0.156,7,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
EP300,Pancreatic (PDAC),2.61,6.1,0.618,0.916,0.907,0.192,7,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
ARID2,Pancreatic (PDAC),2.38,5.31,0.571,0.874,0.855,0.163,4,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
PDGFRB,Pancreatic (PDAC),6.77,2.12,0.774,0.586,0.496,0.29,12,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
LMO1,Pancreatic (PDAC),9.38,2.04,0.654,0.934,0.93,0.215,11,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
PDGFRA,Pancreatic (PDAC),7.47,2.09,0.717,0.679,0.611,0.254,12,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
HGF,Pancreatic (PDAC),6.76,1.32,0.741,0.584,0.493,0.27,7,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
TSC2,Pancreatic (PDAC),1.03,6.1,0.767,0.629,0.549,0.286,7,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
ARID5B,Pancreatic (PDAC),0.72,5.7,0.95,0.572,0.477,0.4,5,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
TSC1,Pancreatic (PDAC),2.25,6.36,0.806,0.85,0.825,0.31,8,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
SDHC,Pancreatic (PDAC),1.66,5.75,0.697,0.743,0.691,0.242,6,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
SDHD,Pancreatic (PDAC),1.9,4.94,0.685,0.787,0.746,0.234,2,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
SDHA,Pancreatic (PDAC),2.53,4.97,0.636,0.901,0.888,0.204,2,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
MYCL,Pancreatic (PDAC),9.09,1.37,0.648,0.896,0.882,0.211,7,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
MYCN,Pancreatic (PDAC),9.45,1.69,0.832,0.943,0.942,0.326,9,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
SLFN11,Pancreatic (PDAC),1.27,7.34,0.551,0.672,0.603,0.15,12,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
CCNE1,Pancreatic (PDAC),6.71,1.83,0.583,0.578,0.485,0.17,10,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
RAF1,Pancreatic (PDAC),6.94,1.88,0.644,0.609,0.523,0.209,10,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
CARD11,Pancreatic (PDAC),8.45,1.95,0.933,0.811,0.776,0.39,11,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
HOXB13,Pancreatic (PDAC),6.95,1.92,0.869,0.61,0.526,0.35,11,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
COP1,Pancreatic (PDAC),2.17,6.45,0.627,0.835,0.806,0.198,8,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
TMEM127,Pancreatic (PDAC),1.44,5.09,0.797,0.704,0.642,0.304,3,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
SMAD2,Pancreatic (PDAC),1.06,5.44,0.566,0.634,0.555,0.16,4,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
SMAD4,Pancreatic (PDAC),1.0,5.94,0.886,0.875,0.54,0.36,90,1,real,Literature,clinical,Tumor Suppressor,Gene,down,Mutated Gene
ZFHX3,Pancreatic (PDAC),1.06,4.91,0.823,0.634,0.554,0.32,2,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
SMAD3,Pancreatic (PDAC),2.38,6.8,0.939,0.874,0.855,0.393,10,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
IDH1,Pancreatic (PDAC),7.6,0.88,0.566,0.697,0.634,0.16,4,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
PTCH1,Pancreatic (PDAC),1.67,6.68,0.599,0.745,0.694,0.181,9,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
IDH2,Pancreatic (PDAC),7.4,1.55,0.676,0.67,0.6,0.229,8,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
INHBA,Pancreatic (PDAC),7.7,1.3,0.945,0.71,0.65,0.397,6,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
ESR1,Pancreatic (PDAC),7.83,0.53,0.767,0.728,0.672,0.286,1,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
PHOX2B,Pancreatic (PDAC),9.25,2.05,0.828,0.916,0.908,0.324,12,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
NFKBIA,Pancreatic (PDAC),1.7,6.17,0.909,0.751,0.701,0.374,7,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
FGF19,Pancreatic (PDAC),9.02,1.96,0.688,0.886,0.87,0.237,11,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
GNB1,Pancreatic (PDAC),6.98,0.64,0.782,0.615,0.531,0.295,2,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
GNAS,Pancreatic (PDAC),8.95,1.31,0.758,0.964,0.858,0.28,40,1,real,Literature,clinical,Oncogene,Gene,up,Mutated Gene
TCF3,Pancreatic (PDAC),7.25,1.04,0.753,0.651,0.576,0.277,5,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
IL7R,Pancreatic (PDAC),9.0,1.51,0.705,0.883,0.866,0.247,8,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
FGFR4,Pancreatic (PDAC),8.87,0.64,0.949,0.866,0.845,0.399,2,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
FGFR3,Pancreatic (PDAC),7.65,1.87,0.591,0.703,0.641,0.175,10,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
FGFR2,Pancreatic (PDAC),7.85,2.07,0.658,0.73,0.675,0.217,12,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
FGFR1,Pancreatic (PDAC),8.2,1.11,0.85,0.777,0.734,0.338,5,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
BMPR1A,Pancreatic (PDAC),2.05,5.04,0.556,0.813,0.779,0.153,3,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
KDM5A,Pancreatic (PDAC),8.71,1.47,0.603,0.844,0.818,0.183,8,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
GSK3B,Pancreatic (PDAC),0.68,5.84,0.667,0.564,0.467,0.223,6,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
KDM5C,Pancreatic (PDAC),2.53,4.81,0.796,0.901,0.889,0.304,2,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
